index,entropy,std,size,compressed_size,compression_ratio
4459-3,4.508,5.508,11,95016,1.584
4459-4,4.508,5.508,11,95077,1.583
4460-0,4.51,5.51,11,95033,1.584
4460-1,4.51,5.51,11,95039,1.584
4460-2,4.51,5.51,11,95091,1.583
4460-3,4.51,5.51,11,95095,1.583
4460-4,4.51,5.51,11,95014,1.584
4461-0,4.51,5.516,11,95058,1.584
4461-1,4.51,5.516,11,95111,1.583
4461-2,4.51,5.516,11,95067,1.583
4461-3,4.51,5.516,11,95093,1.583
4461-4,4.51,5.516,11,95001,1.585
4462-0,4.51,5.52,11,95108,1.583
4462-1,4.51,5.52,11,95184,1.581
4462-2,4.51,5.52,11,95112,1.583
4462-3,4.51,5.52,11,95068,1.583
4462-4,4.51,5.52,11,95140,1.582
4463-0,4.51,5.523,11,95105,1.583
4463-1,4.51,5.523,11,95059,1.584
4463-2,4.51,5.523,11,95096,1.583
4463-3,4.51,5.523,11,95030,1.584
4463-4,4.51,5.523,11,95122,1.582
4464-0,4.516,5.527,11,95108,1.583
4464-1,4.516,5.527,11,95007,1.584
4464-2,4.516,5.527,11,95109,1.583
4464-3,4.516,5.527,11,95168,1.582
4464-4,4.516,5.527,11,95118,1.583
4465-0,4.516,5.53,11,95072,1.583
4465-1,4.516,5.53,11,95083,1.583
4465-2,4.516,5.53,11,95131,1.582
4465-3,4.516,5.53,11,95057,1.584
4465-4,4.516,5.53,11,95133,1.582
4466-0,4.516,5.535,11,95176,1.582
4466-1,4.516,5.535,11,95109,1.583
4466-2,4.516,5.535,11,95197,1.581
4466-3,4.516,5.535,11,95143,1.582
4466-4,4.516,5.535,11,95170,1.582
4467-0,4.516,5.54,11,95193,1.581
4467-1,4.516,5.54,11,95119,1.583
4467-2,4.516,5.54,11,95144,1.582
4467-3,4.516,5.54,11,95128,1.582
4467-4,4.516,5.54,11,95132,1.582
4468-0,4.52,5.543,11,95149,1.582
4468-1,4.52,5.543,11,95113,1.583
4468-2,4.52,5.543,11,95188,1.581
4468-3,4.52,5.543,11,95208,1.581
4468-4,4.52,5.543,11,95197,1.581
4469-0,4.52,5.547,11,95206,1.581
4469-1,4.52,5.547,11,95123,1.582
4469-2,4.52,5.547,11,95139,1.582
4469-3,4.52,5.547,11,95131,1.582
4469-4,4.52,5.547,11,95111,1.583
4470-0,4.52,5.55,11,95183,1.581
4470-1,4.52,5.55,11,95139,1.582
4470-2,4.52,5.55,11,95174,1.582
4470-3,4.52,5.55,11,95144,1.582
4470-4,4.52,5.55,11,95162,1.582
4471-0,4.52,5.555,11,95258,1.58
4471-1,4.52,5.555,11,95128,1.582
4471-2,4.52,5.555,11,95207,1.581
4471-3,4.52,5.555,11,95228,1.581
4471-4,4.52,5.555,11,95167,1.582
4472-0,4.523,5.56,11,95162,1.582
4472-1,4.523,5.56,11,95242,1.58
4472-2,4.523,5.56,11,95199,1.581
4472-3,4.523,5.56,11,95186,1.581
4472-4,4.523,5.56,11,95233,1.581
4473-0,4.523,5.562,11,95219,1.581
4473-1,4.523,5.562,11,95171,1.582
4473-2,4.523,5.562,11,95200,1.581
4473-3,4.523,5.562,11,95282,1.58
4473-4,4.523,5.562,11,95212,1.581
4474-0,4.523,5.566,11,95262,1.58
4474-1,4.523,5.566,11,95293,1.58
4474-2,4.523,5.566,11,95237,1.58
4474-3,4.523,5.566,11,95283,1.58
4474-4,4.523,5.566,11,95237,1.58
4475-0,4.523,5.57,11,95150,1.582
4475-1,4.523,5.57,11,95318,1.579
4475-2,4.523,5.57,11,95246,1.58
4475-3,4.523,5.57,11,95189,1.581
4475-4,4.523,5.57,11,95209,1.581
4476-0,4.527,5.574,11,95288,1.58
4476-1,4.527,5.574,11,95282,1.58
4476-2,4.527,5.574,11,95218,1.581
4476-3,4.527,5.574,11,95241,1.58
4476-4,4.527,5.574,11,95274,1.58
4477-0,4.527,5.58,11,95294,1.58
4477-1,4.527,5.58,11,95291,1.58
4477-2,4.527,5.58,11,95339,1.579
4477-3,4.527,5.58,11,95334,1.579
4477-4,4.527,5.58,11,95263,1.58
4478-0,4.527,5.582,11,95323,1.579
4478-1,4.527,5.582,11,95321,1.579
4478-2,4.527,5.582,11,95324,1.579
4478-3,4.527,5.582,11,95362,1.578
4478-4,4.527,5.582,11,95285,1.58
4479-0,4.527,5.586,11,95282,1.58
4479-1,4.527,5.586,11,95328,1.579
4479-2,4.527,5.586,11,95296,1.579
4479-3,4.527,5.586,11,95307,1.579
4479-4,4.527,5.586,11,95225,1.581
4480-0,4.53,5.59,11,95305,1.579
4480-1,4.53,5.59,11,95312,1.579
4480-2,4.53,5.59,11,95328,1.579
4480-3,4.53,5.59,11,95310,1.579
4480-4,4.53,5.59,11,95247,1.58
4481-0,4.53,5.594,11,95310,1.579
4481-1,4.53,5.594,11,95338,1.579
4481-2,4.53,5.594,11,95337,1.579
4481-3,4.53,5.594,11,95373,1.578
4481-4,4.53,5.594,11,95405,1.578
4482-0,4.53,5.598,11,95274,1.58
4482-1,4.53,5.598,11,95274,1.58
4482-2,4.53,5.598,11,95340,1.579
4482-3,4.53,5.598,11,95313,1.579
4482-4,4.53,5.598,11,95359,1.578
4483-0,4.53,5.6,11,95318,1.579
4483-1,4.53,5.6,11,95276,1.58
4483-2,4.53,5.6,11,95420,1.577
4483-3,4.53,5.6,11,95467,1.577
4483-4,4.53,5.6,11,95329,1.579
4484-0,4.535,5.605,11,95404,1.578
4484-1,4.535,5.605,11,95381,1.578
4484-2,4.535,5.605,11,95361,1.578
4484-3,4.535,5.605,11,95318,1.579
4484-4,4.535,5.605,11,95340,1.579
4485-0,4.535,5.61,11,95274,1.58
4485-1,4.535,5.61,11,95342,1.579
4485-2,4.535,5.61,11,95407,1.578
4485-3,4.535,5.61,11,95443,1.577
4485-4,4.535,5.61,11,95420,1.577
4486-0,4.535,5.613,11,95423,1.577
4486-1,4.535,5.613,11,95434,1.577
4486-2,4.535,5.613,11,95293,1.58
4486-3,4.535,5.613,11,95338,1.579
4486-4,4.535,5.613,11,95383,1.578
4487-0,4.535,5.617,11,95409,1.578
4487-1,4.535,5.617,11,95388,1.578
4487-2,4.535,5.617,11,95389,1.578
4487-3,4.535,5.617,11,95400,1.578
4487-4,4.535,5.617,11,95394,1.578
4488-0,4.54,5.62,11,95459,1.577
4488-1,4.54,5.62,11,95491,1.576
4488-2,4.54,5.62,11,95459,1.577
4488-3,4.54,5.62,11,95441,1.577
4488-4,4.54,5.62,11,95400,1.578
4489-0,4.54,5.625,11,95382,1.578
4489-1,4.54,5.625,11,95469,1.577
4489-2,4.54,5.625,11,95408,1.578
4489-3,4.54,5.625,11,95464,1.577
4489-4,4.54,5.625,11,95433,1.577
4490-0,4.54,5.63,11,95449,1.577
4490-1,4.54,5.63,11,95397,1.578
4490-2,4.54,5.63,11,95451,1.577
4490-3,4.54,5.63,11,95452,1.577
4490-4,4.54,5.63,11,95446,1.577
4491-0,4.54,5.633,11,95449,1.577
4491-1,4.54,5.633,11,95407,1.578
4491-2,4.54,5.633,11,95415,1.577
4491-3,4.54,5.633,11,95406,1.578
4491-4,4.54,5.633,11,95524,1.576
4492-0,4.543,5.637,11,95476,1.576
4492-1,4.543,5.637,11,95415,1.577
4492-2,4.543,5.637,11,95380,1.578
4492-3,4.543,5.637,11,95436,1.577
4492-4,4.543,5.637,11,95459,1.577
4493-0,4.543,5.64,11,95478,1.576
4493-1,4.543,5.64,11,95474,1.576
4493-2,4.543,5.64,11,95477,1.576
4493-3,4.543,5.64,11,95472,1.577
4493-4,4.543,5.64,11,95489,1.576
4494-0,4.543,5.645,11,95473,1.576
4494-1,4.543,5.645,11,95520,1.576
4494-2,4.543,5.645,11,95513,1.576
4494-3,4.543,5.645,11,95482,1.576
4494-4,4.543,5.645,11,95503,1.576
4495-0,4.547,5.65,11,95504,1.576
4495-1,4.547,5.65,11,95624,1.574
4495-2,4.547,5.65,11,95534,1.575
4495-3,4.547,5.65,11,95508,1.576
4495-4,4.547,5.65,11,95570,1.575
4496-0,4.547,5.652,11,95516,1.576
4496-1,4.547,5.652,11,95486,1.576
4496-2,4.547,5.652,11,95482,1.576
4496-3,4.547,5.652,11,95554,1.575
4496-4,4.547,5.652,11,95471,1.577
4497-0,4.547,5.656,11,95444,1.577
4497-1,4.547,5.656,11,95609,1.574
4497-2,4.547,5.656,11,95618,1.574
4497-3,4.547,5.656,11,95556,1.575
4497-4,4.547,5.656,11,95462,1.577
4498-0,4.547,5.66,11,95483,1.576
4498-1,4.547,5.66,11,95607,1.574
4498-2,4.547,5.66,11,95586,1.575
4498-3,4.547,5.66,11,95502,1.576
4498-4,4.547,5.66,11,95522,1.576
4499-0,4.55,5.664,11,95629,1.574
4499-1,4.55,5.664,11,95523,1.576
4499-2,4.55,5.664,11,95607,1.574
4499-3,4.55,5.664,11,95554,1.575
4499-4,4.55,5.664,11,95523,1.576
4500-0,4.55,5.668,11,95602,1.574
4500-1,4.55,5.668,11,95542,1.575
4500-2,4.55,5.668,11,95631,1.574
4500-3,4.55,5.668,11,95537,1.575
4500-4,4.55,5.668,11,95567,1.575
4501-0,4.55,5.67,11,95500,1.576
4501-1,4.55,5.67,11,95636,1.574
4501-2,4.55,5.67,11,95574,1.575
4501-3,4.55,5.67,11,95709,1.573
4501-4,4.55,5.67,11,95609,1.574
4502-0,4.55,5.676,11,95662,1.573
4502-1,4.55,5.676,11,95595,1.574
4502-2,4.55,5.676,11,95646,1.574
4502-3,4.55,5.676,11,95605,1.574
4502-4,4.55,5.676,11,95671,1.573
4503-0,4.555,5.68,11,95544,1.575
4503-1,4.555,5.68,11,95611,1.574
4503-2,4.555,5.68,11,95611,1.574
4503-3,4.555,5.68,11,95617,1.574
4503-4,4.555,5.68,11,95603,1.574
4504-0,4.555,5.684,11,95641,1.574
4504-1,4.555,5.684,11,95639,1.574
4504-2,4.555,5.684,11,95555,1.575
4504-3,4.555,5.684,11,95628,1.574
4504-4,4.555,5.684,11,95638,1.574
4505-0,4.555,5.688,11,95662,1.573
4505-1,4.555,5.688,11,95645,1.574
4505-2,4.555,5.688,11,95673,1.573
4505-3,4.555,5.688,11,95666,1.573
4505-4,4.555,5.688,11,95685,1.573
4506-0,4.555,5.69,11,95694,1.573
4506-1,4.555,5.69,11,95630,1.574
4506-2,4.555,5.69,11,95697,1.573
4506-3,4.555,5.69,11,95628,1.574
4506-4,4.555,5.69,11,95687,1.573
4507-0,4.56,5.695,11,95679,1.573
4507-1,4.56,5.695,11,95702,1.573
4507-2,4.56,5.695,11,95596,1.574
4507-3,4.56,5.695,11,95658,1.573
4507-4,4.56,5.695,11,95705,1.573
4508-0,4.56,5.7,11,95740,1.572
4508-1,4.56,5.7,11,95678,1.573
4508-2,4.56,5.7,11,95697,1.573
4508-3,4.56,5.7,11,95749,1.572
4508-4,4.56,5.7,11,95713,1.572
4509-0,4.56,5.703,11,95716,1.572
4509-1,4.56,5.703,11,95689,1.573
4509-2,4.56,5.703,11,95597,1.574
4509-3,4.56,5.703,11,95668,1.573
4509-4,4.56,5.703,11,95626,1.574
4510-0,4.56,5.707,11,95730,1.572
4510-1,4.56,5.707,11,95749,1.572
4510-2,4.56,5.707,11,95696,1.573
4510-3,4.56,5.707,11,95720,1.572
4510-4,4.56,5.707,11,95699,1.573
4511-0,4.562,5.71,11,95668,1.573
4511-1,4.562,5.71,11,95687,1.573
4511-2,4.562,5.71,11,95705,1.573
4511-3,4.562,5.71,11,95675,1.573
4511-4,4.562,5.71,11,95714,1.572
4512-0,4.562,5.715,11,95704,1.573
4512-1,4.562,5.715,11,95699,1.573
4512-2,4.562,5.715,11,95774,1.571
4512-3,4.562,5.715,11,95748,1.572
4512-4,4.562,5.715,11,95753,1.572
4513-0,4.562,5.72,11,95668,1.573
4513-1,4.562,5.72,11,95769,1.572
4513-2,4.562,5.72,11,95770,1.571
4513-3,4.562,5.72,11,95891,1.569
4513-4,4.562,5.72,11,95768,1.572
4514-0,4.562,5.723,11,95690,1.573
4514-1,4.562,5.723,11,95742,1.572
4514-2,4.562,5.723,11,95728,1.572
4514-3,4.562,5.723,11,95711,1.572
4514-4,4.562,5.723,11,95823,1.571
4515-0,4.566,5.727,11,95792,1.571
4515-1,4.566,5.727,11,95704,1.573
4515-2,4.566,5.727,11,95875,1.57
4515-3,4.566,5.727,11,95821,1.571
4515-4,4.566,5.727,11,95795,1.571
4516-0,4.566,5.73,11,95795,1.571
4516-1,4.566,5.73,11,95789,1.571
4516-2,4.566,5.73,11,95765,1.572
4516-3,4.566,5.73,11,95721,1.572
4516-4,4.566,5.73,11,95814,1.571
4517-0,4.566,5.734,11,95805,1.571
4517-1,4.566,5.734,11,95763,1.572
4517-2,4.566,5.734,11,95818,1.571
4517-3,4.566,5.734,11,95806,1.571
4517-4,4.566,5.734,11,95793,1.571
4518-0,4.566,5.74,11,95828,1.571
4518-1,4.566,5.74,11,95760,1.572
4518-2,4.566,5.74,11,95741,1.572
4518-3,4.566,5.74,11,95791,1.571
4518-4,4.566,5.74,11,95832,1.57
4519-0,4.57,5.742,11,95821,1.571
4519-1,4.57,5.742,11,95794,1.571
4519-2,4.57,5.742,11,95768,1.572
4519-3,4.57,5.742,11,95813,1.571
4519-4,4.57,5.742,11,95916,1.569
4520-0,4.57,5.746,11,95860,1.57
4520-1,4.57,5.746,11,95859,1.57
4520-2,4.57,5.746,11,95781,1.571
4520-3,4.57,5.746,11,95859,1.57
4520-4,4.57,5.746,11,95813,1.571
4521-0,4.57,5.75,11,95846,1.57
4521-1,4.57,5.75,11,95770,1.571
4521-2,4.57,5.75,11,95915,1.569
4521-3,4.57,5.75,11,95794,1.571
4521-4,4.57,5.75,11,95840,1.57
4522-0,4.57,5.754,11,95872,1.57
4522-1,4.57,5.754,11,95871,1.57
4522-2,4.57,5.754,11,95927,1.569
4522-3,4.57,5.754,11,95822,1.571
4522-4,4.57,5.754,11,95830,1.57
4523-0,4.574,5.758,11,95900,1.569
4523-1,4.574,5.758,11,95914,1.569
4523-2,4.574,5.758,11,95817,1.571
4523-3,4.574,5.758,11,95847,1.57
4523-4,4.574,5.758,11,95947,1.569
4524-0,4.574,5.76,11,95898,1.569
4524-1,4.574,5.76,11,95739,1.572
4524-2,4.574,5.76,11,95975,1.568
4524-3,4.574,5.76,11,95854,1.57
4524-4,4.574,5.76,11,95890,1.569
4525-0,4.574,5.766,11,95891,1.569
4525-1,4.574,5.766,11,95914,1.569
4525-2,4.574,5.766,11,95881,1.57
4525-3,4.574,5.766,11,95893,1.569
4525-4,4.574,5.766,11,95927,1.569
4526-0,4.574,5.77,11,95919,1.569
4526-1,4.574,5.77,11,95891,1.569
4526-2,4.574,5.77,11,95859,1.57
4526-3,4.574,5.77,11,95997,1.568
4526-4,4.574,5.77,11,95914,1.569
4527-0,4.58,5.773,11,95939,1.569
4527-1,4.58,5.773,11,95912,1.569
4527-2,4.58,5.773,11,95983,1.568
4527-3,4.58,5.773,11,95864,1.57
4527-4,4.58,5.773,11,95877,1.57
4528-0,4.58,5.78,11,95950,1.568
4528-1,4.58,5.78,11,96018,1.567
4528-2,4.58,5.78,11,95919,1.569
4528-3,4.58,5.78,11,95919,1.569
4528-4,4.58,5.78,11,95840,1.57
4529-0,4.58,5.785,11,95970,1.568
4529-1,4.58,5.785,11,95934,1.569
4529-2,4.58,5.785,11,95965,1.568
4529-3,4.58,5.785,11,95984,1.568
4529-4,4.58,5.785,11,95999,1.568
4530-0,4.58,5.79,11,95973,1.568
4530-1,4.58,5.79,11,95948,1.569
4530-2,4.58,5.79,11,95961,1.568
4530-3,4.58,5.79,11,95981,1.568
4530-4,4.58,5.79,11,96003,1.568
4531-0,4.582,5.793,11,95949,1.568
4531-1,4.582,5.793,11,95949,1.568
4531-2,4.582,5.793,11,96037,1.567
4531-3,4.582,5.793,11,96039,1.567
4531-4,4.582,5.793,11,95980,1.568
4532-0,4.582,5.797,11,96011,1.567
4532-1,4.582,5.797,11,96051,1.567
4532-2,4.582,5.797,11,96006,1.568
4532-3,4.582,5.797,11,95930,1.569
4532-4,4.582,5.797,11,96010,1.567
4533-0,4.582,5.8,11,96023,1.567
4533-1,4.582,5.8,11,96022,1.567
4533-2,4.582,5.8,11,96004,1.568
4533-3,4.582,5.8,11,96094,1.566
4533-4,4.582,5.8,11,95964,1.568
4534-0,4.586,5.805,11,96019,1.567
4534-1,4.586,5.805,11,95982,1.568
4534-2,4.586,5.805,11,96066,1.567
4534-3,4.586,5.805,11,96052,1.567
4534-4,4.586,5.805,11,96052,1.567
4535-0,4.586,5.81,11,95955,1.568
4535-1,4.586,5.81,11,96049,1.567
4535-2,4.586,5.81,11,96004,1.568
4535-3,4.586,5.81,11,96003,1.568
4535-4,4.586,5.81,11,96019,1.567
4536-0,4.586,5.812,11,96012,1.567
4536-1,4.586,5.812,11,96099,1.566
4536-2,4.586,5.812,11,95950,1.568
4536-3,4.586,5.812,11,96085,1.566
4536-4,4.586,5.812,11,96026,1.567
4537-0,4.586,5.816,11,96058,1.567
4537-1,4.586,5.816,11,96094,1.566
4537-2,4.586,5.816,11,96034,1.567
4537-3,4.586,5.816,11,96166,1.565
4537-4,4.586,5.816,11,96081,1.566
4538-0,4.59,5.82,11,96073,1.566
4538-1,4.59,5.82,11,96077,1.566
4538-2,4.59,5.82,11,96090,1.566
4538-3,4.59,5.82,11,96023,1.567
4538-4,4.59,5.82,11,96078,1.566
4539-0,4.59,5.824,11,96050,1.567
4539-1,4.59,5.824,11,96036,1.567
4539-2,4.59,5.824,11,96041,1.567
4539-3,4.59,5.824,11,96100,1.566
4539-4,4.59,5.824,11,96028,1.567
4540-0,4.59,5.83,11,96072,1.566
4540-1,4.59,5.83,11,96138,1.565
4540-2,4.59,5.83,11,96069,1.566
4540-3,4.59,5.83,11,96103,1.566
4540-4,4.59,5.83,11,96082,1.566
4541-0,4.59,5.832,11,96143,1.565
4541-1,4.59,5.832,11,96098,1.566
4541-2,4.59,5.832,11,96040,1.567
4541-3,4.59,5.832,11,96043,1.567
4541-4,4.59,5.832,11,96155,1.565
4542-0,4.594,5.836,11,96130,1.565
4542-1,4.594,5.836,11,96141,1.565
4542-2,4.594,5.836,11,96130,1.565
4542-3,4.594,5.836,11,96135,1.565
4542-4,4.594,5.836,11,96091,1.566
4543-0,4.594,5.84,11,96078,1.566
4543-1,4.594,5.84,11,96170,1.565
4543-2,4.594,5.84,11,96102,1.566
4543-3,4.594,5.84,11,96066,1.567
4543-4,4.594,5.84,11,96181,1.565
4544-0,4.594,5.844,11,96050,1.567
4544-1,4.594,5.844,11,96120,1.566
4544-2,4.594,5.844,11,96225,1.564
4544-3,4.594,5.844,11,96157,1.565
4544-4,4.594,5.844,11,96205,1.564
4545-0,4.594,5.848,11,96173,1.565
4545-1,4.594,5.848,11,96125,1.566
4545-2,4.594,5.848,11,96134,1.565
4545-3,4.594,5.848,11,96161,1.565
4545-4,4.594,5.848,11,96083,1.566
4546-0,4.598,5.85,11,96192,1.564
4546-1,4.598,5.85,11,96163,1.565
4546-2,4.598,5.85,11,96166,1.565
4546-3,4.598,5.85,11,96181,1.565
4546-4,4.598,5.85,11,96208,1.564
4547-0,4.598,5.855,11,96206,1.564
4547-1,4.598,5.855,11,96161,1.565
4547-2,4.598,5.855,11,96189,1.564
4547-3,4.598,5.855,11,96133,1.565
4547-4,4.598,5.855,11,96173,1.565
4548-0,4.598,5.86,11,96210,1.564
4548-1,4.598,5.86,11,96286,1.563
4548-2,4.598,5.86,11,96167,1.565
4548-3,4.598,5.86,11,96204,1.564
4548-4,4.598,5.86,11,96182,1.565
4549-0,4.598,5.863,11,96273,1.563
4549-1,4.598,5.863,11,96248,1.563
4549-2,4.598,5.863,11,96261,1.563
4549-3,4.598,5.863,11,96056,1.567
4549-4,4.598,5.863,11,96283,1.563
4550-0,4.6,5.867,11,96225,1.564
4550-1,4.6,5.867,11,96241,1.564
4550-2,4.6,5.867,11,96183,1.565
4550-3,4.6,5.867,11,96226,1.564
4550-4,4.6,5.867,11,96179,1.565
4551-0,4.6,5.87,11,96214,1.564
4551-1,4.6,5.87,11,96200,1.564
4551-2,4.6,5.87,11,96274,1.563
4551-3,4.6,5.87,11,96262,1.563
4551-4,4.6,5.87,11,96196,1.564
4552-0,4.6,5.875,11,96228,1.564
4552-1,4.6,5.875,11,96274,1.563
4552-2,4.6,5.875,11,96203,1.564
4552-3,4.6,5.875,11,96237,1.564
4552-4,4.6,5.875,11,96349,1.5625
4553-0,4.6,5.88,11,96314,1.5625
4553-1,4.6,5.88,11,96240,1.564
4553-2,4.6,5.88,11,96256,1.563
4553-3,4.6,5.88,11,96257,1.563
4553-4,4.6,5.88,11,96281,1.563
4554-0,4.605,5.883,11,96304,1.563
4554-1,4.605,5.883,11,96265,1.563
4554-2,4.605,5.883,11,96182,1.565
4554-3,4.605,5.883,11,96242,1.564
4554-4,4.605,5.883,11,96272,1.563
4555-0,4.605,5.887,11,96240,1.564
4555-1,4.605,5.887,11,96290,1.563
4555-2,4.605,5.887,11,96305,1.563
4555-3,4.605,5.887,11,96351,1.5625
4555-4,4.605,5.887,11,96400,1.562
4556-0,4.605,5.895,11,96264,1.563
4556-1,4.605,5.895,11,96247,1.564
4556-2,4.605,5.895,11,96275,1.563
4556-3,4.605,5.895,11,96258,1.563
4556-4,4.605,5.895,11,96360,1.5625
4557-0,4.605,5.9,11,96261,1.563
4557-1,4.605,5.9,11,96241,1.564
4557-2,4.605,5.9,11,96368,1.5625
4557-3,4.605,5.9,11,96324,1.5625
4557-4,4.605,5.9,11,96351,1.5625
4558-0,4.61,5.902,11,96284,1.563
4558-1,4.61,5.902,11,96407,1.562
4558-2,4.61,5.902,11,96359,1.5625
4558-3,4.61,5.902,11,96287,1.563
4558-4,4.61,5.902,11,96365,1.5625
4559-0,4.61,5.906,11,96384,1.562
4559-1,4.61,5.906,11,96357,1.5625
4559-2,4.61,5.906,11,96345,1.5625
4559-3,4.61,5.906,11,96369,1.562
4559-4,4.61,5.906,11,96391,1.562
4560-0,4.61,5.91,11,96368,1.5625
4560-1,4.61,5.91,11,96280,1.563
4560-2,4.61,5.91,11,96271,1.563
4560-3,4.61,5.91,11,96239,1.564
4560-4,4.61,5.91,11,96315,1.5625
4561-0,4.61,5.914,11,96422,1.562
4561-1,4.61,5.914,11,96360,1.5625
4561-2,4.61,5.914,11,96381,1.562
4561-3,4.61,5.914,11,96446,1.561
4561-4,4.61,5.914,11,96341,1.5625
4562-0,4.613,5.918,11,96366,1.5625
4562-1,4.613,5.918,11,96351,1.5625
4562-2,4.613,5.918,11,96458,1.561
4562-3,4.613,5.918,11,96471,1.561
4562-4,4.613,5.918,11,96354,1.5625
4563-0,4.613,5.92,11,96371,1.562
4563-1,4.613,5.92,11,96380,1.562
4563-2,4.613,5.92,11,96411,1.562
4563-3,4.613,5.92,11,96368,1.5625
4563-4,4.613,5.92,11,96367,1.5625
4564-0,4.613,5.926,11,96338,1.5625
4564-1,4.613,5.926,11,96310,1.5625
4564-2,4.613,5.926,11,96410,1.562
4564-3,4.613,5.926,11,96459,1.561
4564-4,4.613,5.926,11,96382,1.562
4565-0,4.613,5.93,11,96411,1.562
4565-1,4.613,5.93,11,96381,1.562
4565-2,4.613,5.93,11,96414,1.562
4565-3,4.613,5.93,11,96468,1.561
4565-4,4.613,5.93,11,96475,1.561
4566-0,4.617,5.934,11,96365,1.5625
4566-1,4.617,5.934,11,96444,1.561
4566-2,4.617,5.934,11,96388,1.562
4566-3,4.617,5.934,11,96388,1.562
4566-4,4.617,5.934,11,96404,1.562
4567-0,4.617,5.938,11,96534,1.56
4567-1,4.617,5.938,11,96439,1.561
4567-2,4.617,5.938,11,96491,1.56
4567-3,4.617,5.938,11,96453,1.561
4567-4,4.617,5.938,11,96422,1.562
4568-0,4.617,5.94,11,96453,1.561
4568-1,4.617,5.94,11,96422,1.562
4568-2,4.617,5.94,11,96489,1.56
4568-3,4.617,5.94,11,96496,1.56
4568-4,4.617,5.94,11,96469,1.561
4569-0,4.617,5.945,11,96455,1.561
4569-1,4.617,5.945,11,96537,1.56
4569-2,4.617,5.945,11,96461,1.561
4569-3,4.617,5.945,11,96418,1.562
4569-4,4.617,5.945,11,96512,1.56
4570-0,4.62,5.95,11,96471,1.561
4570-1,4.62,5.95,11,96456,1.561
4570-2,4.62,5.95,11,96460,1.561
4570-3,4.62,5.95,11,96524,1.56
4570-4,4.62,5.95,11,96517,1.56
4571-0,4.62,5.953,11,96479,1.561
4571-1,4.62,5.953,11,96540,1.56
4571-2,4.62,5.953,11,96424,1.562
4571-3,4.62,5.953,11,96341,1.5625
4571-4,4.62,5.953,11,96489,1.56
4572-0,4.62,5.957,11,96472,1.561
4572-1,4.62,5.957,11,96445,1.561
4572-2,4.62,5.957,11,96535,1.56
4572-3,4.62,5.957,11,96471,1.561
4572-4,4.62,5.957,11,96523,1.56
4573-0,4.62,5.96,11,96474,1.561
4573-1,4.62,5.96,11,96537,1.56
4573-2,4.62,5.96,11,96515,1.56
4573-3,4.62,5.96,11,96443,1.561
4573-4,4.62,5.96,11,96464,1.561
4574-0,4.625,5.965,11,96496,1.56
4574-1,4.625,5.965,11,96496,1.56
4574-2,4.625,5.965,11,96470,1.561
4574-3,4.625,5.965,11,96521,1.56
4574-4,4.625,5.965,11,96555,1.559
4575-0,4.625,5.973,11,96577,1.559
4575-1,4.625,5.973,11,96542,1.56
4575-2,4.625,5.973,11,96532,1.56
4575-3,4.625,5.973,11,96507,1.56
4575-4,4.625,5.973,11,96576,1.559
4576-0,4.625,5.977,11,96523,1.56
4576-1,4.625,5.977,11,96589,1.559
4576-2,4.625,5.977,11,96530,1.56
4576-3,4.625,5.977,11,96651,1.558
4576-4,4.625,5.977,11,96580,1.559
4577-0,4.63,5.98,11,96598,1.559
4577-1,4.63,5.98,11,96519,1.56
4577-2,4.63,5.98,11,96565,1.559
4577-3,4.63,5.98,11,96691,1.557
4577-4,4.63,5.98,11,96585,1.559
4578-0,4.63,5.984,11,96495,1.56
4578-1,4.63,5.984,11,96675,1.557
4578-2,4.63,5.984,11,96577,1.559
4578-3,4.63,5.984,11,96650,1.558
4578-4,4.63,5.984,11,96591,1.559
4579-0,4.63,5.99,11,96619,1.558
4579-1,4.63,5.99,11,96674,1.557
4579-2,4.63,5.99,11,96554,1.559
4579-3,4.63,5.99,11,96637,1.558
4579-4,4.63,5.99,11,96566,1.559
4580-0,4.63,5.992,11,96604,1.559
4580-1,4.63,5.992,11,96622,1.558
4580-2,4.63,5.992,11,96560,1.559
4580-3,4.63,5.992,11,96666,1.558
4580-4,4.63,5.992,11,96564,1.559
4581-0,4.633,5.996,11,96613,1.558
4581-1,4.633,5.996,11,96616,1.558
4581-2,4.633,5.996,11,96619,1.558
4581-3,4.633,5.996,11,96605,1.559
4581-4,4.633,5.996,11,96594,1.559
4582-0,4.633,6.0,11,96614,1.558
4582-1,4.633,6.0,11,96697,1.557
4582-2,4.633,6.0,11,96612,1.558
4582-3,4.633,6.0,11,96654,1.558
4582-4,4.633,6.0,11,96556,1.559
4583-0,4.633,6.004,11,96638,1.558
4583-1,4.633,6.004,11,96701,1.557
4583-2,4.633,6.004,11,96675,1.557
4583-3,4.633,6.004,11,96650,1.558
4583-4,4.633,6.004,11,96600,1.559
4584-0,4.633,6.008,11,96604,1.559
4584-1,4.633,6.008,11,96696,1.557
4584-2,4.633,6.008,11,96661,1.558
4584-3,4.633,6.008,11,96635,1.558
4584-4,4.633,6.008,11,96699,1.557
4585-0,4.637,6.01,11,96624,1.558
4585-1,4.637,6.01,11,96667,1.558
4585-2,4.637,6.01,11,96674,1.557
4585-3,4.637,6.01,11,96623,1.558
4585-4,4.637,6.01,11,96646,1.558
4586-0,4.637,6.016,11,96720,1.557
4586-1,4.637,6.016,11,96687,1.557
